546.48,2668
546.4805,2648
546.481,2756
546.4815,2980
546.482,3154
546.4825,3310
546.483,3546
546.4835,3638
546.484,3980
546.4845,3942
546.485,4266
546.4855,4604
546.486,5180
546.4865,6042
546.487,6640
546.4875,7152
546.488,8012
546.4885,8550
546.489,9404
546.4895,10500
546.49,11616
546.4905,12010
546.491,13316
546.4915,14800
546.492,16256
546.4925,17278
546.493,18954
546.4935,20402
546.494,21568
546.4945,23876
546.495,25264
546.4955,27270
546.496,29474
546.4965,30894
546.497,32270
546.4975,35154
546.498,37462
546.4985,39114
546.499,40394
546.4995,41768
546.5,44832
546.5005,46604
546.501,48468
546.5015,49500
546.502,51308
546.5025,52338
546.503,54790
546.5035,56616
546.504,57948
546.5045,58374
546.505,59676
546.5055,60094
546.506,59838
546.5065,60820
546.507,60136
546.5075,60142
546.508,57698
546.5085,57854
546.509,56900
546.5095,55390
546.51,53510
546.5105,51588
546.511,49964
546.5115,46872
546.512,45932
546.5125,43690
546.513,41508
546.5135,37990
546.514,35968
546.5145,33802
546.515,31034
546.5155,28430
546.516,26018
546.5165,24856
546.517,23340
546.5175,20572
546.518,18720
546.5185,16992
546.519,15252
546.5195,14162
546.52,13300
546.5205,12196
546.521,11564
546.5215,10606
546.522,9988
546.5225,9996
546.523,9796
546.5235,9732
546.524,9962
546.5245,10212
546.525,10242
546.5255,11086
546.526,11586
546.5265,13352
546.527,13704
546.5275,15092
546.528,16212
546.5285,17778
546.529,19586
546.5295,21814
546.53,23692
546.5305,26386
546.531,28210
546.5315,30588
546.532,33228
546.5325,36010
546.533,37974
546.5335,40586
546.534,42944
546.5345,45726
546.535,46748
546.5355,49496
546.536,50998
546.5365,52194
546.537,54130
546.5375,55718
546.538,56030
546.5385,57392
546.539,57542
546.5395,58032
546.54,58890
546.5405,58108
546.541,59254
546.5415,58052
546.542,56536
546.5425,56440
546.543,54556
546.5435,54146
546.544,52154
546.5445,51556
546.545,49272
546.5455,47316
546.546,45528
546.5465,44550
546.547,42640
546.5475,40782
546.548,38442
546.5485,37616
546.549,35826
546.5495,34556
546.55,32438
546.5505,30406
546.551,29154
546.5515,27882
546.552,25636
546.5525,25022
546.553,23094
546.5535,21428
546.554,19462
546.5545,19552
546.555,17932
546.5555,16390
546.556,15216
546.5565,14476
546.557,13352
546.5575,12336
546.558,11386
546.5585,10778
546.559,9834
546.5595,9272
546.56,8098
546.5605,7618
546.561,6898
546.5615,6274
546.562,5846
546.5625,5358
546.563,4986
546.5635,4422
546.564,4270
546.5645,3746
546.565,3642
546.5655,3390
546.566,3230
546.5665,2930
546.567,2572
546.5675,2356
546.568,2352
546.5685,2100
546.569,2024
546.5695,1948
546.57,1908
546.5705,1722
546.571,1520
546.5715,1608
546.572,1404
546.5725,1270
546.573,1270
546.5735,1224
546.574,1174
546.5745,1020
546.575,998
546.5755,952
546.576,988
546.5765,820
546.577,738
546.5775,704
546.578,758
546.5785,676
546.579,614
546.5795,602
546.58,580
